term_str,syu_sentiment
combats,-0.6
combust,-0.6
comedy,0.5
comely,0.6
comfort,0.75
comfortable,0.5
comfortably,1.0
comforting,0.5
comforts,1.0
comfy,1.0
comical,0.5
commemorate,0.8
commemoration,0.8
commemorative,0.8
commencement,0.6
commend,0.75
commendable,0.5
commendably,1.0
commended,1.0
commentator,0.25
commiserate,-0.25
commit,-0.25
commitment,0.5
commits,-0.25
committal,-0.25
committed,0.5
committing,0.1
commodious,1.0
commonplace,0.4
commotion,-0.5
commotions,-0.6
communal,-0.25
communicate,0.6
communicative,0.6
communion,0.6
communism,-0.25
communist,-0.5
community,0.6
commute,-0.25
compact,0.4
compactly,0.4
companion,0.5
companionship,1.0
compartmentalize,-0.25
compassion,0.75
compassionate,0.75
compatibility,0.6
compatible,0.5
compelled,0.25
compelling,0.6
compensate,0.6
compensatory,0.4
compete,0.4
competence,0.8
competency,0.8
competent,0.5
competition,-0.25
competitive,0.5
complacent,-0.5
complain,-0.75
complained,-0.75
complaining,-1.0
complains,-0.5
complaint,-0.75
complaints,-1.0
complement,0.5
complementary,0.5
complemented,1.0
complements,1.0
completely,0.4
completeness,1.0
completing,0.8
completion,0.8
complex,0.25
complexity,0.25
compliance,0.1
compliant,0.5
complicate,-0.4
complicated,-0.5
complication,-0.5
complicit,-0.5
compliment,0.5
complimentary,0.8
compliments,0.25
compose,0.25
composed,0.8
composing,0.4
composure,0.8
compounding,-0.25
comprehend,0.8
comprehensive,0.75
compressing,-0.25
compromised,0.4
compromises,-0.25
compulsion,-0.5
compulsive,-0.8
compulsory,-0.4
comrade,1.0
con,-0.25
conceal,-0.6
concealed,-0.5
concealment,-0.8
concede,-0.4
conceded,-0.4
conceit,-0.5
conceited,-0.5
conceived,0.6
concept,0.4
concern,-0.6
concerned,-0.6
concerns,-0.6
concession,-0.4
concessions,-0.25
conciliate,0.5
conciliated,0.6
conciliates,0.6
conciliating,0.6
conciliation,0.6
conciliatory,0.6
concise,1.0
concluding,0.25
concoct,-0.25
concordance,0.8
concurred,1.0
concusses,-0.8
concussion,-1.0
condemn,-0.75
condemnable,-1.0
condemnation,-0.75
condemned,-0.5
condemns,-0.5
condescend,-1.0
condescending,-0.75
condescendingly,-1.0
condescension,-0.75
condolence,-0.4
condone,-0.25
conducive,0.8
conductivity,0.4
confederate,-0.4
confess,-0.5
confesses,-0.25
confession,-0.75
confessions,-0.25
confide,-0.25
confidence,0.75
confident,0.8
confidently,0.8
confine,-0.25
confined,-0.5
confinement,-0.5
confirmed,0.5
confiscate,-0.8
confiscation,-0.8
conflagration,-1.0
conflict,-1.0
conflicted,-1.0
conflicting,-0.75
conflictive,-1.0
conflicts,-0.5
conformance,-0.4
confound,-0.5
confounded,-0.5
confounding,-0.4
confraternity,0.8
confront,-0.6
confrontation,-1.0
confrontational,-1.0
confronted,-0.6
confronts,-0.6
confuse,-0.75
confused,-0.5
confuses,-0.8
confusing,-0.5
confusion,-0.5
confusions,-1.0
congenial,0.5
congested,-1.0
congestion,-0.5
congrats,1.0
congratulate,0.5
congratulating,1.0
congratulation,0.5
congratulations,0.75
congratulatory,0.5
congregation,0.25
congruence,0.4
connections,0.6
conniving,-1.0
connoisseur,0.6
cons,-1.0
conscientious,0.5
consciousness,0.4
consecration,0.4
consensus,0.6
consent,0.8
consents,0.8
consequences,-0.8
conservation,0.8
conserve,0.8
considerable,0.1
considerate,0.75
considerations,0.8
consigned,0.4
consisted,0.4
consistency,0.1
consistent,0.8
consistently,0.8
consolable,0.4
console,0.25
consoling,0.4
consorting,-0.4
conspicuous,-0.4
conspicuously,-0.5
conspiracies,-1.0
conspiracy,-0.5
conspirator,-0.5
conspiratorial,-0.8
conspire,-0.5
conspired,-1.0
constancy,0.5
consternation,-0.75
constipation,-1.0
constitutional,0.8
constrain,-0.8
constrained,-0.5
constraint,-0.8
construct,0.6
constructive,1.0
constructs,0.6
consummate,0.5
contact,0.4
contagion,-0.5
contagions,-1.0
contagious,-0.75
contaminate,-0.5
contaminated,-0.5
contaminates,-1.0
contaminating,-1.0
contamination,-0.5
contemplation,0.25
contemporary,0.4
contempt,-0.75
contemptible,-0.75
contemptuous,-0.75
contemptuously,-0.5
contend,-0.75
contender,-0.25
contending,-0.5
content,0.6
contented,0.25
contention,-0.25
contentious,-0.75
contentment,0.6
contestable,-0.4
contestant,-0.25
continue,0.4
continuing,0.4
continuity,0.4
contraband,-1.0
contracted,-0.5
contradict,-0.5
contradiction,-0.5
contradictory,-0.5
contraptions,-0.25
contrariness,-0.6
contrary,-0.6
contrasted,-0.4
contravene,-0.5
contravention,-0.8
contribute,0.8
contribution,0.5
contributor,0.6
contrive,-0.4
contrived,-0.25
controller,-0.25
controversial,-0.75
controversially,-0.8
controversy,-0.5
convenience,0.5
convenient,0.8
conveniently,0.8
convent,0.1
convention,0.4
conventional,-0.25
converged,0.4
conversant,0.6
conversational,0.6
convert,-0.25
converted,-0.25
convict,-0.8
conviction,-0.5
convince,0.5
convinced,0.6
convinces,0.6
convincing,0.8
convincingly,0.8
convivial,0.6
conviviality,0.25
convoluted,-1.0
convulsions,-1.0
cooed,0.25
cool,0.75
coolest,0.5
coolly,0.25
coolness,0.6
coop,-0.25
cooperate,0.8
cooperating,0.8
cooperation,0.1
cooperative,0.5
cooperatively,1.0
coordinate,0.25
coordination,0.4
copycat,-0.8
cornered,-0.8
cornerstone,0.6
coronation,0.8
coroner,-0.8
corporation,-0.25
corpse,-0.75
correct,0.6
correction,-0.25
correctly,0.8
correspondence,0.4
corroborate,0.6
corroborated,0.6
corrode,-1.0
corrosion,-0.5
corrosions,-1.0
corrosive,-0.5
corrupt,-0.5
corrupted,-1.0
corrupting,-0.5
corruption,-0.75
corrupts,-1.0
corsages,0.6
cosmopolitan,0.6
costlier,-0.8
costly,-0.5
cosy,1.0
cough,-0.8
coughing,-0.8
coughs,-0.8
council,0.4
counsel,0.4
countdown,-0.25
counterattack,-0.6
counterattacks,-0.6
counterpoint,-0.4
counterproductive,-1.0
countess,0.25
courage,0.75
courageous,1.0
courageously,1.0
courageousness,1.0
courteous,0.75
courtesy,0.5
courtly,0.6
courtship,0.5
covenant,0.5
coverup,-0.4
covet,-0.25
covetous,-0.8
coward,-1.0
cowardice,-0.5
cowardly,-1.0
cowards,-1.0
cowered,-1.0
cowering,-1.0
cozied,0.8
coziness,1.0
cozy,1.0
crabby,-0.5
crack,-0.5
cracked,-0.5
cracking,-0.4
crackpot,-1.0
cracks,-0.6
cradle,0.6
cradled,0.8
cradling,0.8
craft,0.5
craftsman,0.5
craftsmanship,0.8
craftsmen,0.6
cramp,-0.75
cramped,-0.5
cramping,-1.0
cranky,-0.75
crap,-0.75
crappiest,-1.0
crappy,-1.0
crash,-0.75
crashed,-0.6
crashes,-1.0
crashing,-1.0
crass,-1.0
crave,-0.25
craved,-0.25
craven,-1.0
cravenly,-1.0
craze,-0.25
crazed,-1.0
crazier,-0.25
craziest,-0.25
crazily,-1.0
craziness,-0.8
crazy,-0.75
creaking,-0.5
create,0.6
creative,0.75
creativity,1.0
creator,0.6
creature,-0.25
credence,0.5
credential,0.4
credibility,1.0
credible,0.5
credit,0.4
creditable,0.8
credited,0.4
creep,-0.75
creeping,-0.6
creeps,-0.8
creepy,-1.0
crept,-0.6
crescendo,0.6
crestfallen,-1.0
cried,-1.0
criers,-1.0
cries,-1.0
crime,-0.75
criminal,-0.75
criminality,-1.0
criminals,-1.0
cringe,-0.75
cringed,-0.5
cringes,-1.0
cripple,-0.75
crippled,-0.5
cripples,-0.5
crippling,-1.0
crises,-1.0
crisis,-0.75
crisp,0.1
critic,-0.75
critical,-0.6
criticism,-1.0
criticisms,-0.8
criticize,-1.0
criticized,-0.5
criticizes,-0.8
criticizing,-0.5
critics,-0.5
critique,-0.6
cronyism,-0.6
crook,-0.5
crooked,-0.5
crooks,-1.0
crouching,-0.25
crowded,-0.6
crowdedness,-0.6
crowned,0.6
crowning,0.6
crucial,-0.1
crude,-0.5
cruel,-1.0
crueler,-1.0
cruelest,-1.0
cruelly,-0.5
cruelness,-1.0
cruelties,-1.0
cruelty,-1.0
crumble,-0.6
crumbled,-0.6
crumbling,-0.5
crummy,-1.0
crumple,-0.6
crumpled,-0.6
crumples,-0.6
crumpling,-0.6
crunching,-0.25
crusade,-0.1
crusaders,-0.25
crushed,-0.75
crushes,-0.4
crushing,-1.0
crusty,-0.25
cry,-0.75
crying,-0.5
crypt,-0.8
crystal,0.6
cuckold,-0.8
cuckoo,-0.25
cuddle,1.0
cudgel,-0.8
cuffed,-0.4
culinary,0.5
cull,-0.25
culled,-0.25
culmination,0.4
culpability,-0.4
culpable,-0.5
culprit,-1.0
cult,-1.0
cultivate,0.6
cultivated,0.6
cultivation,0.6
cults,-1.0
culture,0.6
cultured,0.8
cum,-0.25
cumbersome,-0.5
cunt,-1.0
cunts,-1.0
cur,-0.8
curable,0.8
cure,1.0
cureall,1.0
curiosity,0.5
curious,0.4
curiously,0.4
curl,-0.25
curriculum,-0.25
curse,-0.75
cursed,-0.5
curses,-0.8
cursing,-1.0
cursory,-0.6
curt,-0.6
cushion,0.6
cushy,0.8
cuss,-1.0
cussed,-0.8
custody,-0.4
cut,-0.25
cute,0.75
cuteness,0.8
cuts,-0.25
cutters,-0.4
cutthroat,-0.5
cyanide,-1.0
cyclone,-0.25
cynic,-0.8
cynical,-0.5
cynicism,-0.5
cyst,-1.0
dabbling,-0.25
daemon,-0.25
daft,-0.4
dagger,-0.8
damage,-0.75
damaged,-0.5
damages,-0.75
damaging,-1.0
damn,-0.75
damnable,-1.0
damnably,-1.0
damnation,-0.75
damned,-1.0
damning,-1.0
damnit,-1.0
damper,-0.5
dampness,-0.6
dams,-0.25
dance,0.6
dandruff,-0.8
danger,-0.75
dangerous,-0.5
dangerously,-1.0
dangerousness,-1.0
dank,-0.4
daresay,-0.25
daring,0.75
dark,-0.6
darken,-0.5
darkened,-0.75
darker,-0.6
darkest,-0.6
darkness,-0.75
darling,0.5
dashed,0.25
dashing,0.75
dastardly,-0.5
daughter,0.6
daunt,-0.8
daunting,-1.0
dauntingly,-1.0
dauntless,0.5
dawdle,-0.25
dawn,0.5
daybreak,0.6
daydreams,0.6
daze,-0.4
dazed,-0.75
dazzle,0.8
dazzled,0.8
dazzling,0.8
dead,-1.0
deadbeat,-1.0
deadlock,-0.75
deadly,-0.75
deadon,0.25
deadweight,-1.0
deaf,-0.5
deafening,-1.0
deal,0.25
dealers,-0.25
dear,0.5
dearly,0.5
dearth,-0.5
death,-0.75
debacle,-0.5
debase,-0.8
debasement,-0.8
debaser,-0.8
debatable,-0.4
debauch,-1.0
debaucher,-0.8
debauchery,-0.5
debilitate,-1.0
debilitating,-1.0
debility,-0.8
debonair,0.6
debris,-0.5
debt,-0.75
debtor,-0.6
debts,-0.8
decadence,0.8
decadent,0.6
decapitate,-1.0
decay,-0.5
decayed,-0.5
deceased,-1.0
deceit,-1.0
deceitful,-1.0
deceitfully,-1.0
deceitfulness,-1.0
deceive,-0.75
deceived,-0.75
deceiver,-1.0
deceivers,-1.0
deceives,-1.0
deceiving,-0.75
decelerated,-0.4
decency,0.5
decent,0.5
deception,-1.0
deceptive,-0.75
deceptively,-1.0
decisive,0.5
decisiveness,0.8
declaratory,0.25
declination,-0.6
decline,-0.75
declined,-0.6
declines,-0.6
declining,-0.5
decomposition,-0.6
decrease,-0.25
decreasing,-0.4
decrement,-0.5
decrepit,-0.75
decrepitude,-0.8
decries,-0.6
decry,-0.5
decrypted,-0.25
dedicated,0.5
dedication,0.5
deduct,-0.25
deed,0.4
deepening,-0.25
defamation,-0.5
defamations,-1.0
defamatory,-0.5
defame,-0.5
defeat,-0.8
defeated,-1.0
defeating,-0.25
defeats,-0.8
defecates,-0.6
defect,-1.0
defection,-0.6
defective,-0.5
defects,-0.5
defend,0.25
defended,0.25
defender,0.75
defenders,0.25
defending,0.25
defense,0.25
defenseless,-0.5
defensive,-0.5
defer,-0.25
deference,0.5
deferral,-0.25
deferring,-0.25
defiance,-0.5
defiant,-0.75
defiantly,-0.4
deficiencies,-0.5
deficiency,-0.5
deficient,-1.0
deficit,-0.5
defile,-0.5
definitive,0.6
deflate,-0.5
deflation,-0.25
deform,-0.5
deformed,-0.5
deformity,-1.0
defraud,-1.0
defrauding,-1.0
defunct,-0.5
defy,-0.5
degeneracy,-1.0
degenerate,-0.5
degenerative,-1.0
degradation,-0.75
degrade,-0.75
degraded,-1.0
degrades,-1.0
degrading,-0.5
degradingly,-1.0
dehumanization,-1.0
dehumanize,-0.5
dehumanized,-1.0
dehumanizes,-1.0
dehumanizing,-1.0
deign,-0.8
deject,-0.5
dejected,-0.75
dejectedly,-1.0
dejecting,-1.0
dejection,-1.0
dejects,-1.0
delay,-0.75
delayed,-0.75
delaying,-0.8
delays,-0.8
delectable,0.5
delegate,0.1
deleterious,-1.0
deletion,-0.6
delicacy,0.8
delicate,0.6
delicious,0.5
delight,1.0
delighted,0.75
delightful,0.75
delightfully,1.0
delightfulness,1.0
delighting,1.0
delights,1.0
delinquency,-0.5
delinquent,-0.5
delirious,-0.5
delirium,-0.5
deliverance,0.4
delivery,0.6
delude,-1.0
deluded,-1.0
deluge,-0.5
delusion,-0.5
delusional,-0.5
delusions,-1.0
demand,-0.5
demanded,-0.4
demanding,-0.5
demands,-0.4
demean,-1.0
demeaned,-1.0
demeaning,-1.0
demented,-1.0
dementia,-0.5
demise,-0.5
democracy,0.4
demolish,-0.5
demolition,-0.6
demon,-0.5
demonic,-0.75
demonize,-1.0
demonized,-1.0
demonizes,-1.0
demonizing,-1.0
demons,-1.0
demonstrable,0.1
demonstrated,0.4
demonstrative,0.4
demoralize,-1.0
demoralized,-0.75
demoralizing,-1.0
demoralizingly,-1.0
denial,-0.75
denied,-0.75
denier,-0.25
deniers,-0.25
denies,-0.5
denigrate,-1.0
denounce,-0.75
denounces,-0.6
dent,-0.5
dented,-0.6
dents,-0.6
denunciate,-0.6
denunciation,-0.5
denunciations,-0.6
deny,-0.75
denying,-0.75
departed,-0.25
departure,-0.25
dependable,1.0
dependably,1.0
depended,-0.25
dependence,-0.25
dependency,-0.25
depending,-0.25
depends,0.1
depicting,0.1
deplete,-0.8
deplorable,-0.5
deplorably,-1.0
deplore,-0.5
deploring,-1.0
deploringly,-1.0
deport,-0.5
deportation,-0.6
deprave,-1.0
depraved,-0.5
depravedly,-1.0
depravity,-1.0
deprecate,-1.0
depreciate,-0.8
depreciated,-0.8
depreciation,-0.8
depress,-0.5
depressed,-1.0
depressing,-1.0
depressingly,-1.0
depression,-0.5
depressions,-0.8
depressive,-1.0
deprivation,-1.0
deprive,-1.0
deprived,-1.0
depth,-0.25
derail,-0.8
derailed,-0.8
derails,-0.8
deranged,-1.0
derelict,-0.8
deride,-0.5
derided,-1.0
derides,-1.0
deriding,-1.0
derision,-0.75
derisive,-1.0
derisively,-1.0
derisiveness,-1.0
derivative,-0.25
derogation,-0.4
derogatory,-0.5
descendant,0.25
desecrate,-1.0
desecration,-1.0
desert,-0.5
deserted,-0.6
deserters,-0.8
desertion,-0.5
deserts,-0.25
deserve,0.25
deserved,0.25
deservedly,0.25
deserving,0.25
desiccate,-0.4
desiccated,-0.4
designer,0.6
desirable,0.75
desire,0.6
desired,0.8
desiring,0.5
desirous,0.75
desist,-0.25
desolate,-0.5
desolation,-0.5
despair,-0.75
despairing,-0.75
despairs,-1.0
desperate,-0.75
desperately,-0.5
desperation,-0.5
despicable,-0.75
despicably,-1.0
despise,-0.75
despised,-1.0
despising,-1.0
despoiled,-1.0
despondence,-1.0
despondency,-1.0
despondent,-0.5
despondently,-1.0
despot,-1.0
despotic,-0.5
despotism,-0.5
dessert,0.6
destabilization,-0.8
destiny,0.5
destitute,-1.0
destitution,-1.0
destroy,-0.5
destroyed,-0.75
destroyer,-0.75
destroying,-0.75
destroys,-0.5
destruction,-0.75
destructive,-0.75
desultory,-0.6
detached,-0.4
detachment,-0.6
detain,-0.5
detained,-0.6
detainee,-0.6
detect,0.1
detection,0.25
detention,-0.5
deter,-0.6
deteriorate,-0.5
deteriorated,-0.8
deteriorating,-0.8
deterioration,-0.5
determination,0.8
determined,0.5
deterrent,-0.6
detest,-0.5
detestable,-1.0
detestably,-1.0
detested,-1.0
detesting,-1.0
detests,-1.0
detonate,-0.5
detonates,-0.6
detour,-0.25
detours,-0.25
detract,-0.5
detracted,-0.25
detracting,-0.4
detraction,-0.4
detracts,-0.4
detriment,-0.5
detrimental,-0.5
detritus,-0.6
devastate,-0.75
devastated,-0.5
devastates,-1.0
devastating,-0.75
devastatingly,-1.0
devastation,-0.5
develop,0.1
developer,-0.25
deviate,-0.4
deviation,-0.4
devil,-0.5
devilish,-0.5
devils,-1.0
devious,-0.5
deviously,-1.0
deviousness,-1.0
devoid,-0.5
devolution,-0.6
devolved,-0.25
devoted,0.8
devotion,0.8
devotional,0.6
devour,-0.4
devoured,-0.4
devouring,-0.4
devout,0.5
dexterity,0.4
dexterous,0.4
dexterously,0.25
dextrous,0.25
diabolic,-1.0
diabolical,-0.5
diabolically,-0.5
diagnosis,-0.25
diaper,-0.25
diapers,-0.25
diarrhea,-1.0
diatribe,-0.5
diatribes,-0.8
dice,-0.25
dickhead,-0.6
dictator,-0.5
dictatorial,-0.5
dictatorship,-1.0
didactic,0.4
die,-0.75
died,-0.5
dies,-0.8
diet,-0.25
difficult,-0.5
difficulties,-0.5
difficulty,-0.5
diffident,-0.6
digging,-0.25
dignified,0.5
dignify,0.8
dignitary,0.6
dignity,0.5
digress,-0.25
dilapidated,-0.5
dilemma,-0.5
diligence,0.5
diligent,0.5
diligently,0.6
dillydallying,-0.4
dilute,-0.4
diminish,-0.5
diminished,-0.6
din,-0.25
dinner,0.6
diplomacy,0.6
diplomatic,0.5
dipshit,-1.0
dire,-1.0
director,0.25
direful,-1.0
dirt,-0.75
dirtbag,-1.0
dirtbags,-1.0
dirtcheap,-0.4
dirtier,-0.8
dirtiest,-0.8
dirty,-0.75
disability,-0.8
disable,-0.5
disabled,-0.75
disabling,-0.8
disaccord,-0.8
disadvantage,-0.5
disadvantaged,-0.5
disadvantages,-0.8
disaffected,-0.5
disagree,-0.5
disagreeable,-1.0
disagreeably,-1.0
disagreed,-0.6
disagreeing,-0.5
disagreement,-0.5
disagrees,-0.6
disallow,-0.6
disallowed,-0.6
disappear,-0.6
disappeared,-0.6
disappears,-0.6
disappoint,-1.0
disappointed,-1.0
disappointing,-1.0
disappointingly,-1.0
disappointment,-1.0
disappointments,-0.75
disappoints,-0.5
disapproval,-0.5
disapprove,-0.75
disapproved,-1.0
disapproving,-0.5
disarm,-0.6
disarming,-0.6
disarray,-1.0
disaster,-1.0
disasters,-1.0
disastrous,-1.0
disastrously,-0.5
disavow,-0.8
disavowal,-0.8
disbelief,-0.5
disbelieve,-0.75
disbeliever,-0.6
disbelieving,-0.6
discard,-0.6
discarded,-0.6
discarding,-0.6
discards,-0.5
discharge,-0.25
discipline,-0.25
disciplined,-0.25
disclaim,-0.75
discoloration,-0.6
discolored,-0.6
discombobulate,-0.8
discomfit,-1.0
discomfort,-0.5
disconcert,-1.0
disconcerted,-1.0
disconcerting,-1.0
disconcertingly,-1.0
disconnect,-0.6
disconnected,-0.5
disconnection,-0.6
disconsolate,-0.5
disconsolately,-1.0
disconsolation,-0.5
discontent,-0.5
discontented,-0.5
discontentedly,-1.0
discontinue,-0.6
discontinued,-0.6
discontinuity,-0.5
discontinuous,-0.6
discord,-0.75
discordance,-1.0
discordant,-1.0
discounted,-0.25
discountenance,-0.8
discourage,-0.5
discouraged,-0.5
discouragement,-0.5
discouraging,-1.0
discouragingly,-1.0
discourteous,-1.0
discourteously,-1.0
discovery,0.6
discredit,-0.5
discredited,-0.8
discrepancies,-0.6
discrepancy,-0.6
discretion,0.6
discretionary,0.4
discriminate,-0.5
discriminating,-0.4
discrimination,-0.5
discriminatory,-0.8
discussion,0.4
disdain,-0.75
disdained,-1.0
disdainful,-1.0
disdainfully,-1.0
disdains,-1.0
disease,-1.0
diseased,-1.0
disembodied,-0.5
disengagement,-0.8
disfavor,-1.0
disfigured,-1.0
disgrace,-1.0
disgraced,-0.75
disgraceful,-0.5
disgracefully,-0.5
disgruntle,-1.0
disgruntled,-0.5
disguise,-0.25
disguised,-0.25
disguises,-0.25
disguising,-0.25
disgust,-1.0
disgusted,-0.75
disgustedly,-0.5
disgustful,-1.0
disgustfully,-1.0
disgusting,-1.0
disgustingly,-1.0
disgusts,-1.0
dishearten,-0.8
disheartened,-0.5
disheartening,-0.5
dishearteningly,-1.0
disheveled,-0.6
dishonest,-1.0
dishonestly,-1.0
dishonesty,-0.5
dishonor,-0.5
dishonorable,-1.0
dishonorably,-1.0
disillusion,-0.8
disillusioned,-0.5
disillusionment,-0.5
disillusions,-0.8
disinclination,-0.8
disinclined,-0.5
disinformation,-0.6
disingenuous,-0.5
disingenuously,-1.0
disintegrate,-0.5
disintegrated,-0.6
disintegrates,-0.6
disintegration,-0.5
disinterest,-0.6
disinterested,-0.5
disjointed,-0.6
dislike,-1.0
disliked,-0.75
dislikes,-0.8
disliking,-0.8
dislocated,-0.5
disloyal,-1.0
disloyalty,-1.0
dismal,-0.75
dismally,-1.0
dismalness,-1.0
dismantled,-0.6
dismay,-0.5
dismayed,-0.75
dismaying,-1.0
dismemberment,-1.0
dismissal,-0.5
dismissing,-0.6
dismissive,-0.8
dismissively,-0.8
disobedience,-0.5
disobedient,-1.0
disobey,-0.5
disobeyed,-0.8
disorder,-0.75
disordered,-0.8
disorderly,-0.5
disorganized,-0.75
disorient,-0.8
disorientation,-0.8
disoriented,-0.5
disown,-0.8
disparage,-0.75
disparaged,-1.0
disparages,-1.0
disparaging,-0.75
disparagingly,-1.0
disparate,-0.6
disparity,-0.6
dispassionate,-0.8
dispel,-0.6
dispensable,-0.4
displace,-0.5
displaced,-0.8
displease,-0.5
displeased,-0.75
displeasing,-1.0
displeasure,-0.5
disposal,-0.4
disposed,-0.6
disposing,-0.6
dispossessed,-1.0
disproportionate,-0.4
disprove,-0.6
disputable,-0.6
dispute,-0.75
disputed,-0.5
disputes,-0.6
disputing,-0.6
disqualification,-0.8
disqualified,-0.5
disqualify,-0.8
disquiet,-0.5
disquietingly,-0.5
disregard,-1.0
disregarded,-0.5
disregarding,-0.6
disregards,-0.6
disreputable,-0.5
disrepute,-0.8
disrespect,-0.75
disrespected,-0.5
disrespectful,-0.75
disrespectfully,-1.0
disrespectfulness,-1.0
disrespecting,-1.0
disrupt,-0.8
disruption,-0.75
disruptions,-0.8
disruptive,-0.5
dissatisfaction,-0.5
dissatisfactory,-1.0
dissatisfied,-0.75
dissatisfies,-1.0
dissatisfy,-1.0
dissatisfying,-1.0
dissect,-0.4
dissemble,-0.25
dissembler,-0.25
disseminate,0.25
dissension,-0.6
dissent,-0.6
dissenter,-0.6
dissenting,-0.6
disservice,-0.5
dissidence,-0.6
dissident,-0.5
dissidents,-0.6
dissolute,-0.25
dissolution,-0.5
dissonance,-0.5
dissonant,-1.0
dissonantly,-0.25
dissuade,-0.6
dissuasive,-0.6
distaste,-0.5
distasteful,-0.5
distastefully,-1.0
distended,-0.6
distinction,0.5
distinctive,0.5
distinguished,0.6
distort,-0.5
distorted,-0.75
distorting,-0.6
distortion,-0.5
distorts,-0.5
distract,-0.75
distracted,-0.5
distracting,-0.5
distractingly,-0.8
distraction,-0.75
distracts,-0.6
distraught,-0.75
distraughtly,-0.25
distress,-1.0
distressed,-1.0
distresses,-1.0
distressing,-0.75
distressingly,-1.0
distrust,-0.75
distrustful,-0.5
distrusting,-1.0
disturb,-0.5
disturbance,-0.75
disturbed,-0.75
disturbing,-0.5
disturbingly,-0.5
disturbs,-1.0
disunity,-0.25
disuse,-0.6
disused,-0.6
disvalue,-0.25
dithering,-0.8
divergent,-0.5
diversion,-0.25
divested,-0.4
divestment,-0.4
divine,1.0
divinely,1.0
divinity,1.0
divisive,-0.6
divisively,-0.6
divisiveness,-0.6
divorce,-1.0
dizziness,-0.6
dizzy,-0.75
dizzying,-0.4
dizzyingly,-0.4
doddering,-0.25
dodging,-0.25
dogged,-0.1
doggedly,-0.25
dogmatic,-0.4
doldrums,-0.25
doles,-0.25
dolor,-0.25
domestic,-0.25
dominant,-0.25
dominate,0.4
dominated,0.4
dominates,0.4
domination,0.4
domineer,-0.25
domineering,-0.25
donation,0.8
donkey,-0.25
doofus,-0.25
doom,-0.75
doomed,-1.0
doomsday,-0.5
doornail,-0.25
dope,-0.25
dorm,-0.25
dotingly,0.4
doubt,-0.75
doubted,-0.8
doubtful,-0.75
doubtfully,-0.5
doubting,-0.5
doubtless,0.5
doubts,-0.5
douche,-0.5
douchebag,-1.0
douchebags,-1.0
dour,-0.5
doused,-0.4
dove,0.25
downcast,-0.75
downer,-1.0
downfall,-0.75
downgrade,-0.8
downhearted,-0.5
downheartedly,-1.0
downside,-0.5
downsides,-0.25
downturn,-0.8
downturns,-0.6
drab,-0.5
draconian,-0.5
draconic,-0.25
drag,-0.5
dragged,-0.5
dragging,-0.25
dragoon,-0.25
drags,-0.5
drainage,-0.25
drained,-0.5
drama,-0.25
drastic,-0.4
drastically,-0.4
drawback,-0.5
drawbacks,-0.8
dread,-0.75
dreaded,-0.5
dreadful,-0.75
dreadfully,-0.5
dreadfulness,-1.0
dreading,-1.0
dream,0.25
dreamland,0.8
dreams,0.25
dreamy,1.0
dreary,-0.75
dredged,-0.25
dressy,0.6
dripped,-0.4
dripping,-0.4
drips,-0.4
drivel,-1.0
drone,-0.4
drones,-0.4
drooled,-0.25
droop,-0.6
drooping,-0.6
droops,-0.6
droopy,-0.6
droplets,-0.25
dropout,-0.25
dropouts,-0.25
drought,-0.5
drown,-0.5
drowned,-0.8
drowning,-0.5
drowns,-0.8
drowse,-0.25
drowsiness,-0.25
drudgery,-1.0
drug,-0.1
druggies,-0.6
drumroll,0.6
drunk,-0.5
drunkard,-0.8
drunken,-0.5
drunkenly,-0.6
drunkenness,-0.6
dualism,-0.25
dubbed,-0.25
dubious,-0.75
dubiously,-0.8
dubitable,-0.25
dud,-0.5
duet,0.4
dull,-0.75
dullard,-1.0
dumb,-0.75
dumbass,-1.0
dumber,-0.8
dumbfound,-0.6
dumbfounded,-0.6
dumbfounding,-0.6
dumbly,-0.8
dummy,-0.5
dummyproof,-0.25
dump,-0.5
dumped,-0.75
dumping,-0.4
dumps,-0.75
dunce,-0.8
dungeon,-0.5
dungeons,-0.8
dupe,-1.0
duped,-0.8
duplicity,-0.8
durability,0.6
durable,0.75
duress,-0.6
dust,-0.5
dusty,-0.6
dutiful,1.0
dwarfed,-0.4
dwindling,-0.6
dying,-0.5
dynamic,0.5
dysentery,-1.0
dysfunction,-1.0
eager,0.75
eagerly,0.8
eagerness,0.75
earnest,0.75
earnestly,0.5
earnestness,0.75
earshot,-0.25
earthquake,-0.5
ease,0.75
eased,0.6
easement,0.6
eases,0.6
easier,0.8
easiest,0.8
easiness,0.8
easing,0.6
easy,0.8
easygoing,0.5
eat,0.6
eavesdropping,-0.6
ebullience,1.0
ebullient,1.0
ebulliently,1.0
eccentric,0.4
eccentricities,0.4
eccentricity,0.4
economic,-0.25
economical,0.6
economics,-0.25
ecstasies,0.8
ecstasy,0.75
ecstatic,0.75
ecstatically,1.0
edged,-0.25
edict,-0.25
edification,1.0
edify,1.0
edited,-0.25
editors,-0.25
edits,-0.25
educate,0.8
educated,0.75
educational,0.8
eerie,-1.0
eery,-1.0
effective,0.8
effectively,0.5
effectiveness,0.6
effectual,0.8
effeminate,-0.4
efficacious,0.6
efficacy,1.0
efficiency,0.8
efficient,0.75
efficiently,1.0
effortless,0.8
effortlessly,0.8
effrontery,-0.25
effusion,0.4
effusive,0.4
effusively,0.4
effusiveness,0.4
