term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity
disparage,1,0,1,0,0,1,0,1,0,0,-1
disparaging,1,0,1,0,0,1,0,1,0,0,-1
disparity,1,0,1,0,0,1,0,1,0,0,-1
dispassionate,0,0,0,0,0,1,0,1,0,0,-1
dispel,0,0,0,0,0,1,0,1,0,0,-1
displaced,1,0,0,1,0,0,0,1,0,0,0
displeased,1,0,1,1,0,1,0,1,0,0,-1
displeasure,0,0,1,0,0,1,0,0,0,0,-1
disposed,0,1,0,0,0,0,1,0,0,1,1
dispossessed,1,0,0,1,0,1,0,1,0,0,-1
dispute,1,0,0,0,0,1,0,0,0,0,-1
disqualified,1,0,1,0,0,1,0,1,0,0,-1
disqualify,0,0,0,0,0,1,0,1,0,0,-1
disregarded,0,0,1,0,0,1,0,0,0,0,-1
disreputable,1,0,1,1,0,1,0,0,0,0,-1
disrespect,1,0,0,0,0,1,0,0,0,0,-1
disrespectful,1,0,1,1,0,1,0,1,0,0,-1
disruption,1,0,0,1,0,1,0,0,1,0,-1
dissension,1,0,0,0,0,1,0,0,0,0,-1
disservice,1,0,1,0,0,1,0,1,0,0,-1
dissident,1,0,0,1,0,1,0,0,0,0,-1
dissolution,1,0,0,1,0,1,0,1,1,0,-1
dissonance,1,0,0,0,0,1,0,0,0,0,-1
distaste,0,0,1,0,0,1,0,0,0,0,-1
distasteful,0,0,1,0,0,1,0,0,0,0,-1
distorted,0,0,1,0,0,1,0,0,0,0,-1
distracted,1,0,0,0,0,1,0,0,0,0,-1
distracting,1,1,0,0,0,1,0,0,0,0,-1
distraught,0,0,0,0,0,1,0,1,0,0,-1
distress,1,0,1,1,0,1,0,1,1,0,-1
distressed,0,0,0,1,0,1,0,0,0,0,-1
distressing,1,0,0,1,0,1,0,0,0,0,-1
distrust,1,0,1,1,0,1,0,0,0,0,-1
disturbance,1,0,0,1,0,1,0,1,1,0,-1
disturbed,1,0,0,0,0,1,0,1,0,0,-1
disused,1,0,0,0,0,1,0,0,0,0,-1
ditty,0,0,0,0,1,0,1,0,0,0,1
divergent,0,0,0,0,0,1,0,0,1,0,-1
diverse,0,0,0,0,0,1,1,0,0,0,0
diversion,0,0,0,0,0,0,1,0,1,0,1
divorce,1,0,1,1,0,1,0,1,1,1,-1
doctor,0,0,0,0,0,0,1,0,0,1,1
doldrums,0,0,0,0,0,1,0,1,0,0,-1
dole,0,0,0,0,0,1,0,1,0,0,-1
dolor,0,0,0,0,0,1,0,1,0,0,-1
dolphin,0,0,0,0,1,0,1,0,1,1,1
dominant,0,0,0,1,0,1,0,0,0,0,-1
dominate,1,0,0,1,0,1,1,0,0,0,0
domination,1,0,0,1,0,1,0,1,0,0,-1
dominion,0,0,0,1,0,0,0,0,0,1,0
don,0,0,0,0,0,0,1,0,0,1,1
donkey,0,0,1,0,0,1,0,0,0,0,-1
doom,0,0,0,1,0,1,0,0,0,0,-1
doomed,0,0,0,1,0,1,0,1,0,0,-1
doomsday,1,1,1,1,0,1,0,1,0,0,-1
doubt,0,0,0,1,0,1,0,1,0,1,-1
doubtless,0,0,0,0,0,0,1,0,0,1,1
dove,0,1,0,0,1,0,1,0,0,1,1
downfall,0,0,0,1,0,1,0,1,0,0,-1
drab,0,0,0,0,0,1,0,1,0,0,-1
dread,0,1,0,1,0,1,0,0,0,0,-1
dreadful,1,1,1,1,0,1,0,1,0,0,-1
dreadfully,0,0,1,1,0,1,0,1,1,0,-1
dreary,0,0,0,0,0,1,0,1,0,0,-1
drivel,0,0,1,0,0,1,0,0,0,0,-1
drown,0,0,0,1,0,1,0,1,0,0,-1
drunken,0,0,1,0,0,1,0,0,0,0,-1
dubious,0,0,0,1,0,1,0,0,0,1,-1
duel,1,1,0,1,0,0,0,0,0,0,0
dull,0,0,0,0,0,1,0,1,0,0,-1
dumps,1,0,0,0,0,1,0,1,0,0,-1
dungeon,0,0,0,1,0,1,0,0,0,0,-1
dupe,1,0,0,0,0,1,0,0,0,0,-1
duplicity,1,0,0,0,0,1,0,0,0,0,-1
durability,0,0,0,0,0,0,1,0,0,1,1
durable,0,0,0,0,0,0,1,0,0,1,1
duress,1,0,1,1,0,1,0,1,0,0,-1
dutiful,0,1,0,0,0,0,1,0,0,1,1
dwarfed,0,0,0,1,0,1,0,1,0,0,-1
dying,1,0,1,1,0,1,0,1,0,0,-1
dysentery,0,0,1,0,0,1,0,1,0,0,-1
eager,0,1,0,0,1,0,1,0,1,1,1
eagerness,0,1,0,0,1,0,1,0,0,1,1
earthquake,1,0,0,1,0,1,0,1,1,0,-1
ecstasy,0,1,0,0,1,0,1,0,0,0,1
ecstatic,0,1,0,0,1,0,1,0,1,0,1
edict,0,0,0,1,0,1,0,0,0,0,-1
edification,0,1,0,0,1,0,1,0,0,1,1
educational,0,0,0,0,0,0,1,0,0,1,1
effective,0,0,0,0,0,0,1,0,0,1,1
efficient,0,1,0,0,0,0,1,0,0,1,1
egotistical,0,0,1,0,0,1,0,0,0,0,-1
egregious,1,0,1,0,0,1,0,0,0,0,-1
ejaculation,0,1,0,0,1,0,1,0,1,1,1
elated,0,0,0,0,1,0,1,0,0,0,1
elder,0,0,0,0,0,0,1,0,0,1,1
elders,0,0,0,0,0,0,1,0,0,1,1
elect,0,0,0,0,0,0,1,0,0,1,1
electric,0,0,0,0,1,0,1,0,1,0,1
elegance,0,1,0,0,1,0,1,0,0,1,1
elegant,0,0,0,0,1,0,1,0,0,0,1
elevation,0,1,0,1,1,0,1,0,0,1,1
elf,1,0,1,1,0,0,0,0,0,0,0
elimination,1,0,1,1,0,1,0,1,0,0,-1
elite,0,1,0,0,1,0,1,0,0,1,1
elucidate,0,0,0,0,0,0,1,0,0,1,1
elusive,0,0,0,0,0,1,0,0,1,0,-1
emaciated,0,0,0,1,0,1,0,1,0,0,-1
emancipation,0,1,0,0,1,0,1,0,0,0,1
embarrass,0,0,0,0,0,1,0,1,0,0,-1
embarrassment,0,0,0,1,0,1,0,1,1,0,-1
embolism,0,0,0,1,0,1,0,1,0,0,-1
embrace,0,1,0,0,1,0,1,0,1,1,1
emergency,0,0,0,1,0,1,0,1,1,0,-1
eminence,0,0,0,0,0,0,1,0,0,1,1
enable,0,0,0,0,0,0,1,0,0,1,1
enablement,0,0,0,0,0,0,1,0,0,1,1
enchant,0,1,0,0,1,0,1,0,1,0,1
enchanted,0,0,0,0,1,0,1,0,0,1,1
enchanting,0,1,0,0,1,0,1,0,0,0,1
encourage,0,0,0,0,1,0,1,0,0,1,1
encroachment,0,0,0,1,0,1,0,0,0,0,-1
encumbrance,1,0,0,1,0,1,0,1,0,0,-1
encyclopedia,0,0,0,0,0,0,1,0,0,1,1
endanger,0,1,0,1,0,1,0,0,0,0,-1
endangered,0,0,0,1,0,1,0,0,0,0,-1
endeavor,0,1,0,0,0,0,1,0,0,0,1
endemic,0,0,1,1,0,1,0,1,0,0,-1
endless,1,0,0,1,1,1,1,1,0,1,0
endocarditis,0,0,0,1,0,0,0,1,0,0,0
endow,0,0,0,0,0,0,1,0,0,1,1
endowment,0,0,0,0,0,0,1,0,0,1,1
enemy,1,0,1,1,0,1,0,0,0,0,-1
enforce,1,0,0,1,0,1,1,0,0,0,0
engaged,0,1,0,0,1,0,1,0,0,1,1
engaging,0,0,0,0,1,0,1,0,0,1,1
enigmatic,0,0,0,1,0,1,0,0,0,0,-1
enjoy,0,1,0,0,1,0,1,0,0,1,1
enjoying,0,1,0,0,1,0,1,0,0,1,1
enlighten,0,0,0,0,1,0,1,0,0,1,1
enlightenment,0,0,0,0,1,0,1,0,0,1,1
enliven,0,0,0,0,1,0,1,0,1,1,1
enmity,1,0,0,1,0,1,0,1,0,0,-1
enroll,0,1,0,0,0,0,0,0,0,1,0
ensemble,0,0,0,0,0,0,1,0,0,1,1
enslaved,1,0,1,1,0,1,0,1,0,0,-1
entangled,1,0,1,1,0,1,0,1,0,0,-1
entertain,0,0,0,0,1,0,1,0,0,0,1
entertained,0,0,0,0,1,0,1,0,0,0,1
entertaining,0,1,0,0,1,0,1,0,0,0,1
entertainment,0,1,0,0,1,0,1,0,1,1,1
enthusiasm,0,1,0,0,1,0,1,0,1,0,1
enthusiast,0,1,0,0,1,0,1,0,1,0,1
entrails,0,0,1,0,0,1,0,0,0,0,-1
epidemic,1,1,1,1,0,1,0,1,1,0,-1
equality,0,0,0,0,1,0,1,0,0,1,1
eradicate,1,0,0,0,0,1,0,0,0,0,-1
eradication,1,0,1,1,0,1,0,0,0,0,-1
erase,0,0,0,1,0,1,0,0,0,0,-1
erotic,0,1,0,0,1,1,1,0,1,1,0
errand,0,1,0,0,0,0,1,0,0,1,1
erratic,0,0,0,0,0,1,0,0,1,0,-1
error,0,0,0,0,0,1,0,1,0,0,-1
erupt,1,0,0,0,0,1,0,0,1,0,-1
eruption,1,0,0,1,0,1,0,0,1,0,-1
escalate,1,0,0,0,0,1,0,0,0,0,-1
escape,0,1,0,1,0,1,1,0,0,0,0
eschew,1,0,0,0,0,1,0,1,0,0,-1
established,0,0,0,0,1,0,1,0,0,0,1
esteem,0,0,0,0,1,0,1,1,0,1,1
euthanasia,0,0,0,1,0,1,0,1,0,0,-1
evacuate,0,0,0,1,0,1,0,0,0,0,-1
evade,1,0,1,1,0,1,0,0,0,0,-1
evanescence,0,0,0,0,0,0,0,1,1,0,0
evasion,0,0,0,1,0,1,0,1,0,0,-1
eventuality,0,1,0,1,0,0,0,0,0,0,0
evergreen,0,0,0,0,1,0,1,0,0,1,1
evict,0,0,0,0,0,1,0,1,0,0,-1
eviction,1,0,1,1,0,1,0,1,0,0,-1
evident,0,0,0,0,0,0,1,0,0,1,1
evil,1,0,1,1,0,1,0,1,0,0,-1
exacerbation,1,0,0,1,0,1,0,0,0,0,-1
exaggerate,1,0,0,0,0,1,0,0,0,0,-1
exalt,0,1,0,0,1,0,1,0,0,1,1
exaltation,0,0,0,0,1,0,1,0,0,1,1
exalted,0,0,0,0,1,0,1,0,0,1,1
examination,0,0,0,1,0,1,0,0,1,0,-1
exasperation,1,0,1,0,0,1,0,0,0,0,-1
excavation,0,1,0,0,0,1,0,0,1,0,-1
exceed,0,1,0,0,1,0,1,0,0,0,1
excel,0,1,0,0,1,0,1,0,1,1,1
excellence,0,0,1,0,1,0,1,0,0,1,1
excellent,0,0,0,0,1,0,1,0,0,1,1
exchange,0,0,0,0,0,0,1,0,0,1,1
excitation,1,1,0,1,1,0,1,0,1,0,1
excite,1,1,0,1,1,0,1,0,1,0,1
excited,0,1,0,0,1,0,1,0,1,1,1
excitement,0,1,0,0,1,0,1,0,1,0,1
exciting,0,1,0,0,1,0,1,0,1,0,1
excluded,0,0,1,0,0,1,0,1,0,0,-1
excluding,0,0,0,0,0,1,0,1,0,0,-1
exclusion,0,0,1,1,0,1,0,1,0,0,-1
excrement,0,0,1,0,0,1,0,0,0,0,-1
excruciating,0,0,0,1,0,1,0,0,0,0,-1
execution,1,0,0,1,0,1,0,1,0,1,-1
executioner,1,0,0,1,0,1,0,1,0,0,-1
exhausted,0,0,0,0,0,1,0,1,0,0,-1
exhaustion,0,1,0,0,0,1,0,1,0,0,-1
exhilaration,0,0,0,0,1,0,1,0,1,0,1
exigent,0,1,1,1,0,1,0,0,1,0,-1
exile,1,0,0,1,0,1,0,1,0,0,-1
exorcism,0,0,0,1,0,1,0,1,0,0,-1
expect,0,1,0,0,0,0,1,0,1,1,1
expectation,0,1,0,0,0,0,1,0,0,0,1
expedient,0,0,0,0,1,0,1,0,0,1,1
expedition,0,1,0,0,0,0,1,0,0,0,1
expel,1,0,1,1,0,1,0,1,0,0,-1
experienced,0,0,0,0,0,0,1,0,0,1,1
experiment,0,1,0,0,0,0,0,0,1,0,0
expert,0,0,0,0,0,0,1,0,0,1,1
expertise,0,0,0,0,0,0,1,0,0,1,1
expire,0,0,0,0,0,1,0,1,0,0,-1
explain,0,0,0,0,0,0,1,0,0,1,1
expletive,1,0,0,0,0,1,0,0,0,0,-1
explode,1,0,0,1,0,1,0,1,1,0,-1
explosion,0,0,0,1,0,1,0,0,1,0,-1
explosive,1,1,0,1,0,1,0,0,1,0,-1
expose,0,1,0,1,0,0,0,0,0,0,0
expulsion,1,0,1,1,0,1,0,1,0,0,-1
exquisite,0,0,0,0,1,0,1,0,0,0,1
exterminate,0,0,0,1,0,1,0,1,0,0,-1
extermination,1,0,0,1,0,1,0,0,0,0,-1
extinct,0,0,0,0,0,1,0,1,0,0,-1
extinguish,1,0,0,0,0,1,0,0,0,0,-1
extrajudicial,0,0,0,1,0,1,0,0,0,0,-1
extricate,0,1,0,0,0,0,1,0,0,0,1
exuberance,0,0,0,0,1,0,1,0,0,0,1
fabrication,0,0,0,0,0,1,0,0,0,1,-1
facts,0,0,0,0,0,0,1,0,0,1,1
faculty,0,0,0,0,0,0,1,0,0,1,1
faeces,0,0,1,0,0,1,0,0,0,0,-1
failing,1,1,0,1,0,1,0,1,0,0,-1
failure,0,0,1,1,0,1,0,1,0,0,-1
fain,0,1,0,0,1,0,1,0,0,1,1
fainting,0,0,0,1,0,1,0,1,1,0,-1
fairly,0,0,0,0,0,0,1,0,0,1,1
faith,0,1,0,0,1,0,1,0,0,1,1
faithful,0,0,0,0,0,0,1,0,0,1,1
faithless,0,0,0,0,0,1,0,1,0,0,-1
fall,0,0,0,0,0,1,0,1,0,0,-1
fallacious,1,0,0,0,0,1,0,0,0,0,-1
falling,0,0,0,0,0,1,0,1,0,0,-1
falsehood,1,0,0,0,0,1,0,0,0,1,-1
falsification,1,0,0,0,0,1,0,0,0,0,-1
falsify,0,0,1,0,0,1,0,0,0,0,-1
falsity,0,0,1,0,0,1,0,0,0,0,-1
falter,0,0,0,1,0,1,0,0,0,0,-1
familiar,0,0,0,0,0,0,1,0,0,1,1
familiarity,0,1,0,0,1,0,1,0,0,1,1
famine,0,0,0,0,0,1,0,1,0,0,-1
fancy,0,1,0,0,1,0,1,0,0,0,1
fanfare,0,1,0,0,1,0,1,0,1,0,1
farcical,0,0,1,0,0,1,0,0,0,0,-1
fasting,0,0,0,0,0,1,0,1,0,0,-1
fat,0,0,1,0,0,1,0,1,0,0,-1
fatal,1,0,0,1,0,1,0,1,0,0,-1
fatality,0,0,0,1,0,1,0,1,0,0,-1
fate,0,1,0,0,0,1,0,0,0,0,-1
fatigued,0,0,0,0,0,1,0,1,0,0,-1
fatty,0,0,1,0,0,1,0,1,0,0,-1
fault,0,0,0,0,0,1,0,1,0,0,-1
faultless,0,0,0,0,0,0,1,0,0,1,1
favorable,0,1,0,0,1,0,1,0,1,1,1
favorite,0,0,0,0,1,0,1,0,0,1,1
fear,1,0,0,1,0,1,0,0,0,0,-1
fearful,0,0,0,1,0,1,0,1,0,0,-1
fearfully,0,0,0,1,0,1,0,1,1,0,-1
fearing,0,0,0,1,0,1,0,0,0,0,-1
fearless,0,0,0,1,0,0,1,0,0,0,1
feat,0,1,0,0,1,0,1,0,1,0,1
fecal,0,0,1,0,0,1,0,0,0,0,-1
feces,0,0,1,0,0,1,0,0,0,0,-1
fee,1,0,0,0,0,1,0,0,0,0,-1
feeble,0,0,0,0,0,1,0,1,0,0,-1
feeling,1,1,1,1,1,1,1,1,1,1,0
felicity,0,0,0,0,1,0,1,0,0,0,1
fell,0,0,0,0,0,1,0,1,0,0,-1
fellow,0,0,0,0,0,0,1,0,0,1,1
felon,0,0,0,1,0,1,0,0,0,0,-1
ferment,0,1,0,0,0,1,0,0,0,0,-1
ferocious,1,0,1,1,0,1,0,0,0,0,-1
ferocity,1,0,0,0,0,1,0,0,0,0,-1
fervor,1,0,0,0,1,0,1,0,0,0,1
festival,0,1,0,0,1,0,1,0,1,0,1
festive,0,0,0,0,1,0,1,0,0,0,1
fete,0,1,0,0,1,0,1,0,1,0,1
feud,1,0,0,0,0,1,0,0,0,0,-1
feudalism,1,0,0,0,0,1,0,1,0,0,-1
fib,1,0,0,0,0,1,0,0,0,0,-1
fidelity,0,0,0,0,1,0,1,0,0,1,1
fiend,1,0,1,1,0,1,0,0,0,0,-1
fierce,1,0,1,1,0,1,0,0,0,0,-1
fiesta,0,1,0,0,1,0,1,0,1,1,1
fight,1,0,0,1,0,1,0,0,0,0,-1
fighting,1,0,0,0,0,1,0,0,0,0,-1
filth,0,0,1,0,0,1,0,0,0,0,-1
filthy,0,0,1,0,0,1,0,0,0,0,-1
finally,0,1,1,0,1,0,1,0,1,1,1
firearms,1,0,0,1,0,1,0,0,0,0,-1
firmness,0,0,0,0,0,0,1,0,0,1,1
firstborn,0,1,0,0,1,0,1,0,0,1,1
fits,1,0,0,0,0,1,0,0,0,0,-1
fitting,0,1,0,0,1,0,1,0,0,1,1
flabby,0,0,1,0,0,1,0,0,0,0,-1
flaccid,0,0,0,0,0,1,0,1,0,0,-1
flagrant,1,0,1,0,0,1,0,0,0,0,-1
flattering,0,0,0,0,1,0,1,0,0,0,1
flatulence,0,0,1,0,0,1,0,0,0,0,-1
flaw,0,0,0,0,0,1,0,1,0,0,-1
flea,0,0,1,0,0,1,0,0,0,0,-1
flee,0,0,0,1,0,1,0,0,0,0,-1
fleece,1,0,1,0,0,1,0,1,0,0,-1
flinch,0,1,1,1,0,1,0,1,1,0,-1
flirt,0,1,0,0,1,1,1,0,1,1,0
flog,1,0,1,1,0,1,0,1,0,0,-1
flop,0,0,1,0,0,1,0,1,0,0,-1
flounder,0,0,0,1,0,1,0,1,0,0,-1
flu,0,0,0,1,0,1,0,0,0,0,-1
fluctuation,1,0,0,1,0,1,0,0,0,0,-1
flying,0,0,0,1,0,0,1,0,0,0,1
foe,1,0,0,1,0,1,0,0,0,0,-1
fondness,0,0,0,0,1,0,1,0,0,0,1
food,0,0,0,0,1,0,1,0,0,1,1
fool,0,0,1,0,0,1,0,0,0,0,-1
football,0,1,0,0,1,0,1,0,0,0,1
foray,1,0,0,0,0,1,0,0,0,0,-1
forbid,0,0,0,0,0,1,0,1,0,0,-1
forbidding,1,0,0,1,0,1,0,0,0,0,-1
force,1,0,0,1,0,1,0,0,0,0,-1
forced,0,0,0,1,0,1,0,0,0,0,-1
forcibly,1,0,0,1,0,1,0,0,0,0,-1
forearm,1,1,0,0,0,0,0,0,0,0,0
foreboding,0,1,0,1,0,1,0,0,0,0,-1
forecast,0,1,0,0,0,0,0,0,0,1,0
foreclose,0,0,0,1,0,1,0,1,0,0,-1
forefathers,0,0,0,0,1,0,1,0,0,1,1
foreigner,0,0,0,1,0,1,0,0,0,0,-1
foresee,0,1,0,0,0,0,1,0,1,1,1
foreseen,0,1,0,0,0,0,1,0,0,0,1
foresight,0,1,0,0,0,0,1,0,0,1,1
forewarned,0,1,0,1,0,1,0,0,0,0,-1
forfeit,1,0,0,0,0,1,0,1,0,0,-1
forfeiture,0,0,0,1,0,1,0,1,0,0,-1
forgiving,0,0,0,0,0,0,1,0,0,1,1
forgotten,0,0,0,1,0,1,0,1,0,0,-1
forlorn,0,0,0,0,0,1,0,1,0,0,-1
formative,0,0,0,0,0,0,1,0,0,1,1
formula,0,0,0,0,0,0,1,0,0,1,1
forsake,0,0,0,0,0,1,0,1,0,0,-1
forsaken,1,0,0,0,0,1,0,1,0,0,-1
fortitude,0,0,0,0,1,0,1,0,0,1,1
fortress,0,0,0,1,0,0,1,1,0,1,1
fortune,0,1,0,0,1,0,1,0,1,1,1
foul,1,0,1,1,0,1,0,0,0,0,-1
found,0,0,0,0,1,0,1,0,0,1,1
fragile,0,0,0,1,0,1,0,1,0,0,-1
frailty,0,0,0,0,0,1,0,1,0,0,-1
frank,0,0,0,0,0,0,1,0,0,1,1
frankness,0,0,0,0,0,0,1,0,0,1,1
frantic,0,1,1,1,0,1,0,0,1,0,-1
fraternal,0,0,0,0,1,0,1,0,0,1,1
fraud,1,0,0,0,0,1,0,0,0,0,-1
fraudulent,1,0,1,0,0,1,0,0,0,0,-1
fraught,0,0,0,1,0,1,0,1,0,0,-1
frayed,0,0,0,0,0,1,0,1,0,0,-1
freakish,0,0,1,1,0,1,0,0,1,0,-1
freedom,0,0,0,0,1,0,1,0,0,1,1
freely,0,0,0,0,1,0,1,0,0,1,1
frenetic,1,0,0,1,0,1,0,0,1,0,-1
frenzied,1,0,0,1,0,1,0,0,0,0,-1
fret,0,0,0,1,0,1,0,0,0,0,-1
friend,0,0,0,0,1,0,1,0,0,1,1
friendliness,0,0,0,0,1,0,1,0,0,1,1
friendly,0,1,0,0,1,0,1,0,0,1,1
friendship,0,0,0,0,1,0,1,0,0,1,1
fright,0,0,0,1,0,1,0,0,1,0,-1
frighten,0,0,0,1,0,1,0,1,1,0,-1
frightened,0,0,0,1,0,1,0,0,1,0,-1
frightful,1,0,0,1,0,1,0,1,0,0,-1
frisky,0,1,0,0,1,0,1,0,1,0,1
frolic,0,0,0,0,1,0,1,0,0,0,1
frown,0,0,0,0,0,1,0,1,0,0,-1
frowning,1,0,1,0,0,1,0,1,0,0,-1
fruitless,0,0,0,0,0,1,0,1,0,0,-1
frustrate,1,0,1,0,0,1,0,1,0,0,-1
frustrated,1,0,0,0,0,1,0,0,0,0,-1
frustration,1,0,0,0,0,1,0,0,0,0,-1
fugitive,1,0,1,1,0,1,0,1,0,1,-1
fulfill,0,0,0,0,1,0,1,0,0,0,1
fulfillment,0,1,0,0,1,0,1,0,0,1,1
fully,0,0,0,0,0,0,1,0,0,1,1
fuming,1,0,0,0,0,1,0,0,0,0,-1
fun,0,1,0,0,1,0,1,0,0,0,1
fundamental,0,0,0,0,0,0,1,0,0,1,1
fungus,0,0,1,0,0,1,0,0,0,0,-1
funk,0,0,0,0,0,1,0,1,0,0,-1
furious,1,0,1,0,0,1,0,0,0,0,-1
furor,1,0,0,0,0,1,0,0,0,0,-1
fury,1,0,0,1,0,1,0,1,0,0,-1
fuse,0,0,0,0,0,0,1,0,0,1,1
fuss,1,0,0,0,0,1,0,1,0,0,-1
fussy,0,0,1,0,0,1,0,0,0,0,-1
futile,0,0,0,0,0,1,0,1,0,0,-1
gaby,0,0,1,0,0,1,0,0,0,0,-1
gag,0,0,1,0,0,1,0,0,0,0,-1
gain,0,1,0,0,1,0,1,0,0,0,1
gall,1,0,1,0,0,1,0,0,0,0,-1
gallows,1,0,0,1,0,1,0,1,0,0,-1
gambler,0,1,0,0,0,1,0,0,1,0,-1
gambling,0,1,0,0,0,1,0,0,1,0,-1
gang,1,0,0,1,0,1,0,0,0,0,-1
garbage,0,0,1,0,0,1,0,0,0,0,-1
garden,0,0,0,0,1,0,1,0,0,0,1
garish,0,0,1,0,0,1,0,0,1,0,-1
garrison,0,0,0,0,0,0,1,0,0,1,1
gash,0,0,0,1,0,1,0,0,0,0,-1
gasping,0,0,0,1,0,1,0,0,0,0,-1
gazette,0,0,0,0,0,0,1,0,0,1,1
gem,0,0,0,0,1,0,1,0,0,0,1
general,0,0,0,0,0,0,1,0,0,1,1
generosity,0,1,0,0,1,0,1,0,1,1,1
generous,0,0,0,0,1,0,1,0,0,1,1
genial,0,0,0,0,1,0,1,0,0,0,1
gent,1,0,1,1,0,1,0,0,0,0,-1
gentleman,0,0,0,0,0,0,1,0,0,1,1
gentry,0,0,0,0,0,0,1,0,0,1,1
genuine,0,0,0,0,0,0,1,0,0,1,1
geriatric,0,0,0,0,0,1,0,1,0,0,-1
germ,0,1,1,0,0,0,0,0,0,0,0
ghastly,0,0,1,1,0,1,0,0,0,0,-1
ghetto,0,0,1,1,0,1,0,1,0,0,-1
ghostly,0,0,0,1,0,1,0,0,0,0,-1
gibberish,1,0,0,0,0,1,0,0,0,0,-1
gift,0,1,0,0,1,0,1,0,1,0,1
giggle,0,0,0,0,1,0,1,0,0,0,1
girder,0,0,0,0,0,0,1,0,0,1,1
glad,0,1,0,0,1,0,1,0,0,0,1
gladness,0,0,0,0,1,0,1,0,0,0,1
glare,1,0,0,1,0,1,0,0,0,0,-1
glaring,1,0,0,0,0,1,0,0,0,0,-1
glee,0,0,0,0,1,0,1,0,0,0,1
glide,0,1,0,0,1,0,1,0,0,0,1
glimmer,0,1,0,0,1,0,1,0,1,0,1
glitter,0,0,1,0,1,0,0,0,0,0,0
gloom,0,0,0,0,0,1,0,1,0,0,-1
gloomy,0,0,0,0,0,1,0,1,0,0,-1
glorification,0,0,0,0,1,0,1,0,0,0,1
glorify,0,1,0,0,1,0,1,0,1,1,1
glory,0,1,0,0,1,0,1,0,0,1,1
glow,0,1,0,0,1,0,1,0,0,1,1
glum,0,0,0,0,0,1,0,1,0,0,-1
glut,0,0,1,0,0,1,0,0,0,0,-1
gluttony,0,0,1,0,0,1,0,0,0,0,-1
gnome,1,0,1,1,0,1,0,0,0,0,-1
goblin,0,0,1,1,0,1,0,0,0,0,-1
god,0,1,0,1,1,0,1,0,0,1,1
godless,1,0,0,0,0,1,0,0,0,0,-1
godly,0,0,0,0,1,0,1,0,0,1,1
godsend,0,0,0,0,1,0,1,0,1,0,1
gonorrhea,1,0,1,1,0,1,0,1,0,0,-1
goo,0,0,1,0,0,1,0,0,0,0,-1
good,0,1,0,0,1,0,1,0,1,1,1
goodness,0,1,0,0,1,0,1,0,1,1,1
gore,1,0,1,1,0,1,0,1,0,0,-1
gorge,0,0,1,0,0,1,0,0,0,0,-1
gorgeous,0,0,0,0,1,0,1,0,0,0,1
gory,1,0,1,1,0,1,0,1,0,0,-1
gospel,0,0,0,0,0,0,1,0,0,1,1
govern,0,0,0,0,0,0,1,0,0,1,1
government,0,0,0,1,0,1,0,0,0,0,-1
grab,1,0,0,0,0,1,0,0,0,0,-1
graduation,0,1,0,1,1,0,1,0,1,1,1
grandchildren,0,1,0,0,1,0,1,0,0,1,1
grant,0,1,0,0,1,0,1,0,0,1,1
grasping,0,1,0,0,0,1,0,0,0,0,-1
grated,1,0,0,0,0,1,0,0,0,0,-1
gratify,0,0,0,0,1,0,1,0,1,0,1
grating,1,0,1,0,0,1,0,0,0,0,-1
gratitude,0,0,0,0,1,0,1,0,0,0,1
grave,0,0,0,1,0,1,0,1,0,0,-1
gray,0,0,1,0,0,0,0,1,0,0,0
greatness,0,0,0,0,1,0,1,0,1,1,1
greed,1,0,1,0,0,1,0,0,0,0,-1
greedy,0,0,1,0,0,1,0,0,0,0,-1
green,0,0,0,0,1,0,1,0,0,1,1
greeting,0,0,0,0,0,0,1,0,1,0,1
grenade,0,0,0,1,0,1,0,0,0,0,-1
grief,0,0,0,0,0,1,0,1,0,0,-1
grievance,1,0,1,0,0,1,0,1,0,0,-1
grieve,0,0,0,1,0,1,0,1,0,0,-1
grievous,1,0,0,1,0,1,0,1,0,0,-1
grim,1,1,1,1,0,1,0,1,0,0,-1
grime,0,0,1,0,0,1,0,0,0,0,-1
grimy,0,0,1,0,0,1,0,0,0,0,-1
grin,0,1,0,0,1,0,1,0,1,1,1
grisly,0,0,1,1,0,1,0,0,0,0,-1
grit,0,0,0,0,0,0,1,0,0,1,1
grizzly,0,0,0,1,0,1,0,0,0,0,-1
groan,0,0,1,0,0,1,0,1,0,0,-1
grope,1,0,1,1,0,1,0,0,0,0,-1
gross,0,0,1,0,0,1,0,0,0,0,-1
grotesque,0,0,1,0,0,1,0,0,0,0,-1
grounded,0,0,0,1,0,1,0,1,0,0,-1
grow,0,1,0,0,1,0,1,0,0,1,1
growl,1,0,0,1,0,1,0,0,0,0,-1
growling,1,0,1,1,0,1,0,0,0,0,-1
grudge,1,0,0,0,0,1,0,0,0,0,-1
gruesome,0,0,1,0,0,1,0,0,0,0,-1
gruff,1,0,1,0,0,1,0,0,0,0,-1
grumble,1,0,1,0,0,1,0,0,0,0,-1
grumpy,1,0,1,0,0,1,0,1,0,0,-1
guarantee,0,0,0,0,0,0,1,0,0,1,1
guard,0,0,0,1,0,0,1,0,0,1,1
