term_str,n,pos_max,pos_group,df,dfidf
ties,11,NNS,NN,10,50.0
cultivation,11,NN,NN,10,50.0
settlement,11,NN,NN,8,42.5754247590989
available,11,JJ,JJ,8,42.5754247590989
mists,11,NNS,NN,10,50.0
sample,11,NN,NN,8,42.5754247590989
mildness,11,NN,NN,10,50.0
clatter,11,NN,NN,11,53.48746123875072
phrases,11,NNS,NN,8,42.5754247590989
peterson,11,NNP,NN,2,14.643856189774725
atrocity,11,NN,NN,3,20.21089678249862
enriched,11,VBN,VB,9,46.36802784100546
admiring,11,VBG,VB,10,50.0
locking,11,VBG,VB,10,50.0
spies,11,NNS,NN,11,53.48746123875072
marvel,11,NN,NN,9,46.36802784100546
cheese,11,NN,NN,9,46.36802784100546
announcement,11,NN,NN,10,50.0
staff,11,NN,NN,9,46.36802784100546
natures,11,JJ,JJ,11,53.48746123875072
treacherous,11,JJ,JJ,10,50.0
manifest,11,JJS,JJ,10,50.0
outstretched,11,JJ,JJ,8,42.5754247590989
possessor,11,NN,NN,9,46.36802784100546
incredulity,11,NN,NN,10,50.0
excuses,11,NNS,NN,11,53.48746123875072
assembly,11,NN,NN,9,46.36802784100546
nervously,11,RB,RB,10,50.0
disobey,11,VB,VB,8,42.5754247590989
comparatively,11,RB,RB,11,53.48746123875072
erect,11,NN,NN,11,53.48746123875072
grog,11,NN,NN,6,34.42179356499724
constructed,11,VBN,VB,11,53.48746123875072
dipped,11,VBD,VB,11,53.48746123875072
millions,11,NNS,NN,11,53.48746123875072
noblest,11,JJS,JJ,8,42.5754247590989
ascertaining,11,VBG,VB,10,50.0
incessantly,11,RB,RB,11,53.48746123875072
impelled,11,VBN,VB,10,50.0
begbie,11,NNP,NN,3,20.21089678249862
visage,11,NN,NN,10,50.0
brushed,11,VBN,VB,11,53.48746123875072
clump,11,NN,NN,10,50.0
vigorous,11,JJ,JJ,11,53.48746123875072
wicket,11,NN,NN,7,38.60201220980831
screened,11,VBN,VB,10,50.0
countryside,11,NN,NN,7,38.60201220980831
safest,11,JJS,JJ,9,46.36802784100546
comparative,11,JJ,JJ,11,53.48746123875072
dresses,11,NNS,NN,11,53.48746123875072
fabric,11,NN,NN,9,46.36802784100546
unfold,11,VB,VB,11,53.48746123875072
indoors,11,NNS,NN,11,53.48746123875072
deferred,11,VBN,VB,11,53.48746123875072
fasten,11,VB,VB,11,53.48746123875072
borrowed,11,VBN,VB,11,53.48746123875072
problems,11,NNS,NN,11,53.48746123875072
tresses,11,NNS,NN,8,42.5754247590989
procuring,11,VBG,VB,10,50.0
stealthy,11,JJ,JJ,9,46.36802784100546
invalid,11,JJ,JJ,7,38.60201220980831
parchment,11,NNP,NN,2,14.643856189774725
oblivion,11,NN,NN,10,50.0
resisting,11,VBG,VB,11,53.48746123875072
impetuosity,11,NN,NN,8,42.5754247590989
shrewd,11,NN,NN,10,50.0
expedient,11,NN,NN,10,50.0
pendulum,11,NN,NN,3,20.21089678249862
sideways,11,NNS,NN,11,53.48746123875072
writhed,11,VBD,VB,10,50.0
spirited,11,VBN,VB,10,50.0
stammered,11,VBD,VB,11,53.48746123875072
pot,11,NN,NN,9,46.36802784100546
inherit,11,VB,VB,9,46.36802784100546
scrutiny,11,NN,NN,10,50.0
mix,11,VB,VB,9,46.36802784100546
recurred,11,VBD,VB,11,53.48746123875072
puzzles,11,VBZ,VB,10,50.0
deceiving,11,VBG,VB,10,50.0
enoch,11,NNP,NN,7,38.60201220980831
college,11,NN,NN,8,42.5754247590989
metallic,11,JJ,JJ,9,46.36802784100546
menacing,11,NN,NN,11,53.48746123875072
softness,11,NN,NN,9,46.36802784100546
triumphed,11,VBD,VB,9,46.36802784100546
sheltered,11,VBN,VB,10,50.0
tip,11,NN,NN,11,53.48746123875072
applicable,11,JJ,JJ,6,34.42179356499724
peculiarity,11,NN,NN,8,42.5754247590989
boldness,11,NN,NN,9,46.36802784100546
undone,11,JJ,JJ,9,46.36802784100546
boulders,11,NNS,NN,9,46.36802784100546
pills,11,NN,NN,4,25.28771237954945
impious,11,JJ,JJ,7,38.60201220980831
tune,11,NN,NN,10,50.0
untimely,11,JJ,JJ,10,50.0
freshness,11,NN,NN,11,53.48746123875072
shewing,11,VBG,VB,10,50.0
stoke,11,NNP,NN,1,8.321928094887362
waits,11,VBZ,VB,9,46.36802784100546
pitiable,11,JJ,JJ,9,46.36802784100546
millionaire,11,NN,NN,10,50.0
menaces,11,NNS,NN,10,50.0
imitate,11,VB,VB,11,53.48746123875072
plague,11,VB,VB,10,50.0
mouldering,11,VBG,VB,8,42.5754247590989
deception,11,NN,NN,9,46.36802784100546
eyelids,11,NN,NN,11,53.48746123875072
bravely,11,RB,RB,10,50.0
phial,11,NN,NN,6,34.42179356499724
valet,11,NN,NN,7,38.60201220980831
kingdom,11,NN,NN,10,50.0
lattice,11,NN,NN,8,42.5754247590989
shouting,11,VBG,VB,10,50.0
illusions,11,NNS,NN,8,42.5754247590989
fiction,11,NN,NN,10,50.0
guiding,11,VBG,VB,10,50.0
griefs,11,NNS,NN,10,50.0
pinch,11,NN,NN,10,50.0
climbed,11,VBD,VB,11,53.48746123875072
slipping,11,VBG,VB,11,53.48746123875072
confounded,11,VBN,VB,10,50.0
earned,11,VBN,VB,8,42.5754247590989
boughs,11,NN,NN,9,46.36802784100546
reared,11,VBN,VB,10,50.0
erroneous,11,JJ,JJ,11,53.48746123875072
prophet,11,NNP,NN,7,38.60201220980831
scrupulous,11,JJ,JJ,10,50.0
possessions,11,NN,NN,10,50.0
crack,11,NN,NN,9,46.36802784100546
whiter,11,NN,NN,8,42.5754247590989
goblet,11,NN,NN,6,34.42179356499724
placidly,11,NN,NN,11,53.48746123875072
unwillingness,11,NN,NN,7,38.60201220980831
russia,11,NNP,NN,8,42.5754247590989
respite,11,NN,NN,11,53.48746123875072
shrinking,11,VBG,VB,11,53.48746123875072
tyranny,11,NN,NN,11,53.48746123875072
paroxysm,11,NN,NN,10,50.0
contend,11,VB,VB,10,50.0
forgetfulness,11,NN,NN,10,50.0
quoted,11,VBN,VB,10,50.0
grated,11,JJ,JJ,7,38.60201220980831
precipitate,11,VB,VB,11,53.48746123875072
windings,11,NNS,NN,10,50.0
dizzy,11,JJ,JJ,11,53.48746123875072
borgo,11,NNP,NN,4,25.28771237954945
heath,11,NNP,NN,7,38.60201220980831
impart,11,VB,VB,11,53.48746123875072
ryder,11,NNP,NN,1,8.321928094887362
adventurer,11,NN,NN,8,42.5754247590989
heroic,11,NN,NN,9,46.36802784100546
deposes,11,VBZ,VB,3,20.21089678249862
profane,11,NN,NN,11,53.48746123875072
assuredly,11,RB,RB,11,53.48746123875072
irritated,11,JJ,JJ,9,46.36802784100546
laboured,11,VBD,VB,10,50.0
busily,11,RB,RB,10,50.0
joining,11,VBG,VB,11,53.48746123875072
heaving,11,VBG,VB,10,50.0
toils,11,NNS,NN,9,46.36802784100546
advocate,11,NN,NN,10,50.0
corroborated,11,VBD,VB,8,42.5754247590989
complaints,11,NNS,NN,7,38.60201220980831
crisp,11,NN,NN,10,50.0
incomprehensible,11,JJ,JJ,9,46.36802784100546
perjury,11,NN,NN,8,42.5754247590989
affirmed,11,VBN,VB,8,42.5754247590989
warnings,11,NN,NN,10,50.0
trickled,11,VBD,VB,10,50.0
paler,11,NN,NN,10,50.0
acquiesced,11,VBD,VB,10,50.0
dug,11,VBN,VB,10,50.0
comparing,11,VBG,VB,11,53.48746123875072
dogged,11,JJ,JJ,10,50.0
manifestly,11,RB,RB,11,53.48746123875072
concentrated,11,JJ,JJ,11,53.48746123875072
luxuries,11,NNS,NN,8,42.5754247590989
meditating,11,VBG,VB,8,42.5754247590989
calamity,11,NN,NN,10,50.0
mock,11,NN,NN,8,42.5754247590989
capricious,11,JJ,JJ,11,53.48746123875072
acknowledging,11,VBG,VB,10,50.0
opens,11,VBZ,VB,11,53.48746123875072
device,11,NN,NN,11,53.48746123875072
haughtily,11,NN,NN,11,53.48746123875072
seriousness,11,NN,NN,10,50.0
persecution,11,NN,NN,10,50.0
sympathetic,11,JJ,JJ,11,53.48746123875072
inestimable,11,JJ,JJ,9,46.36802784100546
beeches,11,NNP,NN,1,8.321928094887362
watches,11,NNS,NN,10,50.0
imprisoned,11,VBN,VB,9,46.36802784100546
background,11,NN,NN,10,50.0
bushy,11,JJ,JJ,9,46.36802784100546
forbidding,11,VBG,VB,10,50.0
loaf,11,NN,NN,7,38.60201220980831
dominion,11,NN,NN,10,50.0
vanquished,11,JJ,JJ,8,42.5754247590989
flaming,11,VBG,VB,10,50.0
clifton,11,NNP,NN,3,20.21089678249862
improving,11,VBG,VB,10,50.0
triumphant,11,JJ,JJ,11,53.48746123875072
ornament,11,NN,NN,10,50.0
pretending,11,VBG,VB,8,42.5754247590989
exclaim,11,VB,VB,11,53.48746123875072
snap,11,NN,NN,11,53.48746123875072
typewritten,11,JJ,JJ,4,25.28771237954945
arches,11,NNS,NN,8,42.5754247590989
interposed,11,VBD,VB,11,53.48746123875072
acquiescence,11,NN,NN,11,53.48746123875072
greek,11,NNP,NN,7,38.60201220980831
supplication,11,NN,NN,9,46.36802784100546
elicited,11,VBN,VB,7,38.60201220980831
dick,11,NNP,NN,3,20.21089678249862
smothered,11,VBN,VB,9,46.36802784100546
viewing,11,VBG,VB,11,53.48746123875072
reliance,11,NN,NN,9,46.36802784100546
cloudless,11,NN,NN,11,53.48746123875072
painting,11,NN,NN,7,38.60201220980831
darker,11,NN,NN,11,53.48746123875072
credulity,11,NN,NN,8,42.5754247590989
wasting,11,VBG,VB,11,53.48746123875072
gallantry,11,NN,NN,11,53.48746123875072
standard,11,NNP,NN,10,50.0
moustache,11,NN,NN,9,46.36802784100546
friendless,11,NN,NN,11,53.48746123875072
bizarre,11,JJ,JJ,9,46.36802784100546
urging,11,VBG,VB,11,53.48746123875072
refreshing,11,VBG,VB,10,50.0
describing,11,VBG,VB,11,53.48746123875072
cloudy,11,NN,NN,11,53.48746123875072
landscapes,11,NNS,NN,9,46.36802784100546
apologize,11,VB,VB,10,50.0
punctual,11,JJ,JJ,10,50.0
cats,11,NN,NN,10,50.0
milsom,11,NNP,NN,8,42.5754247590989
avow,11,VB,VB,9,46.36802784100546
blindfold,11,NN,NN,11,53.48746123875072
decease,11,NN,NN,11,53.48746123875072
wiser,11,NN,NN,11,53.48746123875072
counsels,11,NN,NN,9,46.36802784100546
unintelligible,11,JJ,JJ,11,53.48746123875072
roadway,11,NN,NN,9,46.36802784100546
childrens,11,NN,NN,9,46.36802784100546
adoration,11,NN,NN,7,38.60201220980831
disfigured,11,VBD,VB,10,50.0
witch,11,NN,NN,9,46.36802784100546
sly,11,RB,RB,10,50.0
referring,11,VBG,VB,8,42.5754247590989
farthest,11,JJS,JJ,11,53.48746123875072
hudson,11,NNP,NN,7,38.60201220980831
penny,11,NN,NN,11,53.48746123875072
oriel,11,NN,NN,7,38.60201220980831
appreciate,11,VB,VB,10,50.0
cordova,11,NNP,NN,4,25.28771237954945
detestation,11,NN,NN,10,50.0
richer,11,JJR,JJ,11,53.48746123875072
foreigners,11,NNS,NN,9,46.36802784100546
laden,11,NN,NN,10,50.0
wafer,11,NNP,NN,6,34.42179356499724
discoloured,11,JJ,JJ,10,50.0
statues,11,NNP,NN,9,46.36802784100546
kid,11,NN,NN,8,42.5754247590989
improvements,11,NN,NN,6,34.42179356499724
sway,11,NN,NN,11,53.48746123875072
extravagance,11,NN,NN,10,50.0
senior,11,JJ,JJ,10,50.0
prevailing,11,VBG,VB,11,53.48746123875072
locality,11,NN,NN,7,38.60201220980831
shift,11,VB,VB,10,50.0
fondly,11,RB,RB,10,50.0
injure,11,VB,VB,11,53.48746123875072
tenderest,11,JJS,JJ,10,50.0
bohemia,11,NNP,NN,3,20.21089678249862
perilous,11,JJ,JJ,10,50.0
immovable,11,JJ,JJ,9,46.36802784100546
defeated,11,VBN,VB,9,46.36802784100546
warmer,11,JJR,JJ,10,50.0
amateur,11,NN,NN,11,53.48746123875072
cope,11,VB,VB,10,50.0
root,11,NN,NN,11,53.48746123875072
strings,11,NNS,NN,9,46.36802784100546
downcast,11,JJ,JJ,10,50.0
perched,11,VBD,VB,11,53.48746123875072
overgrown,11,JJ,JJ,9,46.36802784100546
societies,11,NNS,NN,8,42.5754247590989
condescend,11,VB,VB,8,42.5754247590989
sharper,11,JJR,JJ,8,42.5754247590989
storms,11,NNS,NN,10,50.0
alarms,11,NN,NN,10,50.0
sanctuary,11,NN,NN,5,30.0
owners,11,NNS,NN,10,50.0
grating,11,NN,NN,9,46.36802784100546
conception,11,NN,NN,11,53.48746123875072
exulting,11,VBG,VB,11,53.48746123875072
wafted,11,VBN,VB,8,42.5754247590989
trip,11,NN,NN,9,46.36802784100546
pips,11,NNS,NN,1,8.321928094887362
devices,11,NN,NN,11,53.48746123875072
impose,11,VB,VB,11,53.48746123875072
gales,11,NN,NN,8,42.5754247590989
troubling,11,VBG,VB,10,50.0
troop,11,NN,NN,8,42.5754247590989
flowery,11,NN,NN,10,50.0
achmet,11,NNP,NN,2,14.643856189774725
disputing,11,VBG,VB,9,46.36802784100546
countrymen,11,NNS,NN,10,50.0
vegetation,11,NN,NN,10,50.0
poet,11,NN,NN,7,38.60201220980831
chimneys,11,NN,NN,8,42.5754247590989
mahomet,11,NNP,NN,3,20.21089678249862
incurred,11,VBN,VB,11,53.48746123875072
gipsy,11,NN,NN,9,46.36802784100546
hoarse,11,NN,NN,10,50.0
throng,11,NN,NN,9,46.36802784100546
boulder,11,NN,NN,7,38.60201220980831
inhabitant,11,NN,NN,11,53.48746123875072
provoking,11,VBG,VB,10,50.0
cloisters,11,NN,NN,8,42.5754247590989
tightly,11,RB,RB,10,50.0
presumed,11,VBN,VB,10,50.0
shifting,11,VBG,VB,10,50.0
conveying,11,VBG,VB,10,50.0
surrender,11,VB,VB,8,42.5754247590989
anticipation,11,NN,NN,10,50.0
wages,11,NNS,NN,9,46.36802784100546
penetrating,11,VBG,VB,10,50.0
poisons,11,NNS,NN,9,46.36802784100546
whiteness,11,NN,NN,9,46.36802784100546
separating,11,VBG,VB,11,53.48746123875072
boundary,11,NN,NN,10,50.0
barking,11,NN,NN,8,42.5754247590989
rifle,11,NN,NN,7,38.60201220980831
meekly,11,RB,RB,11,53.48746123875072
deemed,11,VBN,VB,11,53.48746123875072
assassination,11,NN,NN,7,38.60201220980831
mormon,11,NNP,NN,3,20.21089678249862
barrel,11,NN,NN,4,25.28771237954945
lone,11,NN,NN,6,34.42179356499724
r,11,NNP,NN,9,46.36802784100546
mule,11,NN,NN,8,42.5754247590989
logic,11,NN,NN,7,38.60201220980831
camberwell,11,NNP,NN,7,38.60201220980831
royal,11,NNP,NN,8,42.5754247590989
shouts,11,NNS,NN,8,42.5754247590989
spit,11,NNP,NN,4,25.28771237954945
horns,11,NNS,NN,7,38.60201220980831
downwards,11,NN,NN,10,50.0
denying,11,VBG,VB,10,50.0
authors,11,NNS,NN,10,50.0
snarled,11,VBD,VB,8,42.5754247590989
sits,11,VBZ,VB,10,50.0
futurity,11,NN,NN,9,46.36802784100546
supporting,11,VBG,VB,11,53.48746123875072
magazine,11,NN,NN,4,25.28771237954945
chilling,11,NN,NN,10,50.0
securely,11,RB,RB,7,38.60201220980831
wildest,11,JJS,JJ,8,42.5754247590989
chemistry,11,NN,NN,6,34.42179356499724
notions,11,NNS,NN,10,50.0
imperfectly,11,RB,RB,10,50.0
draft,11,NN,NN,6,34.42179356499724
spotted,11,VBN,VB,9,46.36802784100546
surmises,11,NN,NN,11,53.48746123875072
counting,11,VBG,VB,7,38.60201220980831
vehemently,11,RB,RB,9,46.36802784100546
eloquent,11,JJ,JJ,11,53.48746123875072
madmen,11,NNS,NN,5,30.0
deluded,11,VBN,VB,10,50.0
composition,11,NN,NN,10,50.0
nest,11,JJS,JJ,10,50.0
commerciel,11,NNP,NN,1,8.321928094887362
exposure,11,NN,NN,10,50.0
trusty,11,JJ,JJ,8,42.5754247590989
representations,11,NNS,NN,11,53.48746123875072
applying,11,VBG,VB,11,53.48746123875072
suitor,11,NN,NN,7,38.60201220980831
pudding,11,NN,NN,4,25.28771237954945
executor,11,NN,NN,6,34.42179356499724
eagle,11,NN,NN,9,46.36802784100546
precipitation,11,NN,NN,11,53.48746123875072
guidance,11,NN,NN,10,50.0
calmer,11,NN,NN,11,53.48746123875072
inattentive,11,JJ,JJ,11,53.48746123875072
h,11,NNP,NN,8,42.5754247590989
perspiration,11,NN,NN,11,53.48746123875072
sequence,11,NN,NN,10,50.0
professed,11,VBD,VB,11,53.48746123875072
shilling,11,NN,NN,10,50.0
sources,11,NNS,NN,9,46.36802784100546
casket,11,NN,NN,6,34.42179356499724
whistled,11,VBD,VB,10,50.0
strained,11,VBD,VB,11,53.48746123875072
meets,11,VBZ,VB,11,53.48746123875072
omitted,11,VBN,VB,11,53.48746123875072
sallow,11,JJ,JJ,10,50.0
seats,11,NNS,NN,11,53.48746123875072
weighing,11,VBG,VB,10,50.0
sticking,10,VBG,VB,9,46.36802784100546
fugitive,10,NNP,NN,5,30.0
subsequent,10,JJ,JJ,9,46.36802784100546
penetration,10,NN,NN,9,46.36802784100546
whipped,10,VBD,VB,9,46.36802784100546
replacement,10,NN,NN,2,14.643856189774725
poetry,10,NN,NN,10,50.0
constraint,10,NN,NN,8,42.5754247590989
terminate,10,VB,VB,9,46.36802784100546
fiendish,10,JJ,JJ,9,46.36802784100546
perpetrated,10,VBN,VB,9,46.36802784100546
lurid,10,JJ,JJ,9,46.36802784100546
launcelot,10,NNP,NN,3,20.21089678249862
cherish,10,VB,VB,10,50.0
murmurs,10,NN,NN,9,46.36802784100546
rounds,10,NNS,NN,9,46.36802784100546
consul,10,NN,NN,4,25.28771237954945
bitten,10,VBN,VB,9,46.36802784100546
eccentric,10,JJ,JJ,9,46.36802784100546
pg,10,VBD,VB,3,20.21089678249862
danube,10,NNP,NN,5,30.0
drooped,10,VBD,VB,10,50.0
theme,10,NN,NN,7,38.60201220980831
ravisher,10,NNP,NN,5,30.0
insanity,10,NN,NN,9,46.36802784100546
blazed,10,VBN,VB,10,50.0
mainly,10,RB,RB,9,46.36802784100546
dukes,10,NNP,NN,8,42.5754247590989
frederick,10,NNP,NN,6,34.42179356499724
quote,10,VB,VB,8,42.5754247590989
brenta,10,NNP,NN,5,30.0
foreigner,10,NN,NN,9,46.36802784100546
fist,10,NN,NN,8,42.5754247590989
tools,10,NNS,NN,7,38.60201220980831
sickened,10,VBD,VB,10,50.0
non,10,JJ,JJ,10,50.0
formal,10,JJ,JJ,10,50.0
wan,10,JJ,JJ,9,46.36802784100546
noblemen,10,NNS,NN,7,38.60201220980831
unpleasing,10,JJ,JJ,10,50.0
insolence,10,NN,NN,9,46.36802784100546
maria,10,NNP,NN,5,30.0
holyhead,10,NNP,NN,5,30.0
raw,10,JJ,JJ,8,42.5754247590989
chicken,10,NN,NN,7,38.60201220980831
reverse,10,NN,NN,9,46.36802784100546
flavour,10,NN,NN,9,46.36802784100546
guardians,10,NN,NN,7,38.60201220980831
electric,10,JJ,JJ,9,46.36802784100546
nightmare,10,NN,NN,9,46.36802784100546
delivery,10,NN,NN,9,46.36802784100546
rivulet,10,NN,NN,7,38.60201220980831
plump,10,NN,NN,5,30.0
comparison,10,NN,NN,10,50.0
nymph,10,NN,NN,3,20.21089678249862
frailty,10,NN,NN,6,34.42179356499724
trim,10,JJ,JJ,10,50.0
papa,10,NNP,NN,9,46.36802784100546
convents,10,NN,NN,7,38.60201220980831
inviting,10,VBG,VB,9,46.36802784100546
misunderstood,10,VBN,VB,8,42.5754247590989
hydraulic,10,JJ,JJ,1,8.321928094887362
peering,10,VBG,VB,10,50.0
brightest,10,JJS,JJ,10,50.0
augmented,10,VBN,VB,10,50.0
weariness,10,NN,NN,8,42.5754247590989
rear,10,NN,NN,6,34.42179356499724
wail,10,NN,NN,8,42.5754247590989
holes,10,NNS,NN,8,42.5754247590989
lowering,10,VBG,VB,10,50.0
franca,10,NN,NN,3,20.21089678249862
boards,10,NNS,NN,8,42.5754247590989
villany,10,NN,NN,9,46.36802784100546
sheer,10,NN,NN,10,50.0
identical,10,JJ,JJ,8,42.5754247590989
uses,10,VBZ,VB,9,46.36802784100546
alfonsos,10,NNP,NN,4,25.28771237954945
shiver,10,NN,NN,10,50.0
impressive,10,JJ,JJ,10,50.0
bond,10,NN,NN,10,50.0
piteous,10,JJ,JJ,8,42.5754247590989
stump,10,NN,NN,7,38.60201220980831
despondent,10,NN,NN,8,42.5754247590989
slid,10,VBD,VB,9,46.36802784100546
bournemouth,10,NNP,NN,7,38.60201220980831
aquiline,10,NN,NN,9,46.36802784100546
swells,10,VBZ,VB,9,46.36802784100546
melodious,10,JJ,JJ,6,34.42179356499724
chaplain,10,NN,NN,4,25.28771237954945
congenial,10,JJ,JJ,9,46.36802784100546
corruption,10,NN,NN,6,34.42179356499724
requests,10,NN,NN,7,38.60201220980831
truest,10,JJS,JJ,10,50.0
bordered,10,VBD,VB,9,46.36802784100546
heaps,10,NNS,NN,10,50.0
sikh,10,NNP,NN,1,8.321928094887362
brush,10,NN,NN,7,38.60201220980831
edition,10,NN,NN,9,46.36802784100546
identify,10,VB,VB,10,50.0
handsomely,10,RB,RB,10,50.0
advances,10,NNS,NN,10,50.0
vesper,10,NN,NN,9,46.36802784100546
management,10,NN,NN,9,46.36802784100546
perishing,10,VBG,VB,8,42.5754247590989
inquisitors,10,NNPS,NN,2,14.643856189774725
advising,10,VBG,VB,9,46.36802784100546
hem,10,NN,NN,3,20.21089678249862
exile,10,NN,NN,7,38.60201220980831
characterized,10,VBD,VB,9,46.36802784100546
barrymores,10,NNP,NN,6,34.42179356499724
appropriate,10,JJ,JJ,10,50.0
kin,10,NN,NN,8,42.5754247590989
piano,10,NN,NN,10,50.0
doubly,10,RB,RB,9,46.36802784100546
intuition,10,NN,NN,9,46.36802784100546
exert,10,VB,VB,8,42.5754247590989
seasons,10,NN,NN,10,50.0
lengthened,10,VBD,VB,9,46.36802784100546
fatally,10,RB,RB,9,46.36802784100546
plant,10,NN,NN,8,42.5754247590989
prints,10,NNS,NN,8,42.5754247590989
gratefully,10,RB,RB,9,46.36802784100546
rashly,10,NN,NN,10,50.0
kindled,10,VBN,VB,7,38.60201220980831
vales,10,NNS,NN,6,34.42179356499724
naturalist,10,NN,NN,8,42.5754247590989
messrs,10,NNP,NN,7,38.60201220980831
ad,10,MD,MD,6,34.42179356499724
snake,10,NN,NN,8,42.5754247590989
clap,10,NN,NN,9,46.36802784100546
requirements,10,NNS,NN,4,25.28771237954945
combatants,10,NNS,NN,6,34.42179356499724
bowing,10,VBG,VB,9,46.36802784100546
tour,10,NN,NN,8,42.5754247590989
straggling,10,VBG,VB,10,50.0
latterly,10,RB,RB,9,46.36802784100546
rumour,10,NN,NN,9,46.36802784100546
include,10,VB,VB,9,46.36802784100546
confronted,10,VBD,VB,9,46.36802784100546
pondering,10,VBG,VB,10,50.0
reproved,10,VBD,VB,10,50.0
agonised,10,JJ,JJ,9,46.36802784100546
tube,10,NN,NN,8,42.5754247590989
affright,10,NN,NN,10,50.0
exactness,10,NN,NN,10,50.0
offending,10,VBG,VB,9,46.36802784100546
civilities,10,NNS,NN,10,50.0
indefatigable,10,JJ,JJ,10,50.0
ann,10,NNP,NN,2,14.643856189774725
usefulness,10,NN,NN,10,50.0
sports,10,NN,NN,8,42.5754247590989
curricle,10,NN,NN,3,20.21089678249862
admirably,10,RB,RB,9,46.36802784100546
lightnings,10,NNS,NN,7,38.60201220980831
gifts,10,NN,NN,10,50.0
allotted,10,VBN,VB,10,50.0
covers,10,VBZ,VB,10,50.0
consistent,10,JJ,JJ,10,50.0
loveliness,10,NN,NN,8,42.5754247590989
conclusive,10,JJ,JJ,6,34.42179356499724
doubled,10,VBD,VB,9,46.36802784100546
resolving,10,VBG,VB,9,46.36802784100546
covering,10,VBG,VB,10,50.0
sisterhood,10,NN,NN,7,38.60201220980831
contemplate,10,VB,VB,9,46.36802784100546
disagreement,10,NN,NN,10,50.0
sensibly,10,RB,RB,9,46.36802784100546
glaring,10,VBG,VB,10,50.0
females,10,NNS,NN,9,46.36802784100546
ward,10,NN,NN,7,38.60201220980831
area,10,NN,NN,9,46.36802784100546
mute,10,NN,NN,10,50.0
icy,10,NN,NN,9,46.36802784100546
inadequate,10,JJ,JJ,10,50.0
checking,10,VBG,VB,10,50.0
panting,10,VBG,VB,10,50.0
sickening,10,VBG,VB,9,46.36802784100546
infested,10,VBN,VB,8,42.5754247590989
sutherland,10,NNP,NN,4,25.28771237954945
deserts,10,NN,NN,6,34.42179356499724
angles,10,NNS,NN,5,30.0
moonshine,10,NN,NN,7,38.60201220980831
abominable,10,JJ,JJ,8,42.5754247590989
grahams,10,NNP,NN,3,20.21089678249862
nations,10,NNS,NN,9,46.36802784100546
achieve,10,VB,VB,8,42.5754247590989
prying,10,VBG,VB,8,42.5754247590989
existing,10,VBG,VB,10,50.0
pleading,10,VBG,VB,10,50.0
discussed,10,VBD,VB,9,46.36802784100546
border,10,NN,NN,9,46.36802784100546
thrilled,10,VBD,VB,9,46.36802784100546
symptom,10,NN,NN,10,50.0
softening,10,VBG,VB,9,46.36802784100546
disadvantage,10,NN,NN,10,50.0
rises,10,VBZ,VB,8,42.5754247590989
doran,10,NNP,NN,1,8.321928094887362
structure,10,NN,NN,10,50.0
mistakes,10,NNS,NN,9,46.36802784100546
adapted,10,VBN,VB,10,50.0
reclining,10,VBG,VB,8,42.5754247590989
artless,10,JJ,JJ,9,46.36802784100546
confound,10,IN,IN,9,46.36802784100546
enters,10,VBZ,VB,9,46.36802784100546
discern,10,VB,VB,9,46.36802784100546
amazing,10,JJ,JJ,10,50.0
manifested,10,VBD,VB,10,50.0
foresight,10,NN,NN,6,34.42179356499724
universe,10,NN,NN,9,46.36802784100546
performances,10,NNS,NN,9,46.36802784100546
sights,10,NNS,NN,8,42.5754247590989
summerhaye,10,NNP,NN,3,20.21089678249862
tested,10,VBN,VB,8,42.5754247590989
mangled,10,JJ,JJ,9,46.36802784100546
blinded,10,VBN,VB,10,50.0
unkindness,10,NN,NN,10,50.0
latest,10,JJS,JJ,10,50.0
developed,10,VBN,VB,9,46.36802784100546
downright,10,NN,NN,9,46.36802784100546
substitute,10,NN,NN,8,42.5754247590989
angelic,10,JJ,JJ,10,50.0
hedge,10,NN,NN,9,46.36802784100546
gateway,10,NN,NN,7,38.60201220980831
doze,10,NN,NN,8,42.5754247590989
heighten,10,VB,VB,10,50.0
echoing,10,VBG,VB,10,50.0
pearl,10,NN,NN,7,38.60201220980831
despatched,10,VBN,VB,8,42.5754247590989
adriatic,10,NNP,NN,4,25.28771237954945
tumbling,10,VBG,VB,6,34.42179356499724
principality,10,NN,NN,5,30.0
ensuing,10,VBG,VB,10,50.0
essentially,10,RB,RB,10,50.0
janes,10,NNP,NN,6,34.42179356499724
festivity,10,NN,NN,7,38.60201220980831
gasps,10,NN,NN,8,42.5754247590989
situations,10,NNS,NN,10,50.0
loosened,10,VBD,VB,8,42.5754247590989
dingy,10,JJ,JJ,10,50.0
devoutly,10,RB,RB,7,38.60201220980831
relinquished,10,VBD,VB,10,50.0
sebastian,10,NNP,NN,3,20.21089678249862
player,10,NN,NN,5,30.0
paradise,10,NN,NN,8,42.5754247590989
repressed,10,VBD,VB,8,42.5754247590989
serpentine,10,NNP,NN,4,25.28771237954945
personality,10,NN,NN,8,42.5754247590989
enigmatical,10,JJ,JJ,9,46.36802784100546
grievous,10,JJ,JJ,10,50.0
moonbeams,10,NN,NN,7,38.60201220980831
costs,10,NNS,NN,8,42.5754247590989
proclaimed,10,VBD,VB,10,50.0
admirer,10,NN,NN,7,38.60201220980831
wiggins,10,NNP,NN,4,25.28771237954945
